vehicletype,vehiclemodel,vehicleprimaryuse,vehicleregistrationnumber,label
0,63,2,1,28
0,63,9,49,28
0,63,9,40,28
0,63,9,42,28
0,63,9,17,28
0,63,9,22,28
0,63,2,16,28
0,63,9,26,28
0,63,9,19,28
0,63,9,39,28
0,63,9,93,28
0,63,9,84,28
0,63,9,54,28
0,63,9,84,28
0,63,1,2,28
0,63,9,31,28
0,63,9,40,28
0,63,9,120,28
0,63,9,54,28
0,63,9,8,28
0,10,9,3,28
0,63,9,96,28
0,10,9,2,28
0,63,9,35,28
0,63,2,2,28
0,63,9,15,28
0,63,9,51,28
0,10,9,2,28
0,63,9,109,28
0,63,9,64,28
0,63,9,103,28
0,10,9,5,28
0,63,9,48,28
0,63,9,78,28
0,63,9,2,28
0,10,9,14,28
0,63,9,55,28
0,10,9,5,28
0,63,9,53,28
0,63,2,3,28
0,63,9,4,28
0,63,9,93,28
0,63,9,111,28
0,63,1,2,28
0,63,9,99,28
0,63,9,60,28
0,63,9,97,28
0,63,9,101,28
0,63,2,19,28
0,63,1,1,28
0,63,9,27,28
0,63,9,114,28
0,63,9,12,28
0,63,9,12,28
0,63,9,22,28
0,63,9,92,28
0,63,9,50,28
0,63,9,66,28
0,63,9,6,28
0,63,9,102,28
0,63,9,61,28
0,63,9,38,28
0,63,2,4,28
0,63,9,120,28
0,63,9,11,28
0,63,5,2,28
0,63,9,24,28
0,63,9,130,28
0,63,9,91,28
0,63,9,91,28
0,63,9,8,28
0,63,9,40,28
0,63,9,108,28
0,63,9,17,28
0,63,2,14,28
0,63,1,1,28
0,63,2,20,28
0,63,9,74,28
0,63,2,6,28
0,63,9,88,28
0,63,9,63,28
0,63,9,12,28
0,63,9,2,28
0,63,9,22,28
0,10,9,5,28
0,86,12,20,32
0,86,12,47,32
0,86,12,35,32
0,86,12,31,32
0,86,12,8,32
0,86,12,4,32
0,86,1,3,32
0,86,12,31,32
0,85,9,2,32
0,85,9,19,32
0,85,9,1,32
0,86,12,16,32
0,86,12,37,32
0,86,12,12,32
0,86,12,20,32
0,31,1,14,32
0,85,9,4,32
0,31,1,13,32
0,86,12,16,32
0,31,1,21,32
0,86,1,4,32
0,86,12,55,32
0,31,1,20,32
0,85,9,5,32
0,86,12,60,32
0,86,12,3,32
0,86,12,76,32
0,31,1,11,32
0,86,9,1,32
0,86,12,1,32
0,86,12,11,32
0,86,12,6,32
0,85,1,2,32
0,31,1,10,32
0,85,9,32,32
0,86,12,36,32
0,85,9,42,32
0,86,12,20,32
0,86,12,41,32
0,86,12,4,32
0,31,1,16,32
0,86,12,35,32
0,31,1,19,32
0,85,1,1,32
0,86,12,13,32
0,86,12,38,32
0,85,9,26,32
0,31,1,9,32
0,85,9,25,32
0,86,12,19,32
0,85,12,2,32
0,85,9,16,32
0,85,12,1,32
0,86,12,70,32
0,86,1,2,32
0,86,1,76,32
0,85,12,43,32
0,31,1,10,32
0,31,1,20,32
0,86,12,1,32
0,31,1,20,32
0,85,9,31,32
0,86,12,29,32
0,86,12,7,32
0,85,9,28,32
0,31,1,25,32
0,31,1,18,32
0,86,1,9,32
0,86,1,9,32
0,86,12,35,32
0,85,9,3,32
0,86,12,37,32
0,86,12,74,32
0,86,12,29,32
0,85,9,19,32
0,86,12,13,32
0,31,1,3,32
0,85,1,2,32
0,86,12,24,32
0,31,1,10,32
0,86,1,1,32
0,31,1,9,32
0,86,12,14,32
0,86,12,1,32
0,31,1,21,32
0,85,9,5,32
0,86,12,30,32
0,86,9,1,32
0,86,12,1,32
0,86,1,7,32
0,86,12,44,32
0,85,9,14,32
0,85,9,31,32
0,86,12,56,32
0,86,12,28,32
0,86,12,57,32
0,85,9,39,32
0,86,1,1,32
0,86,12,9,32
0,86,12,21,32
0,86,1,8,32
0,86,1,3,32
0,86,12,8,32
0,85,9,44,32
0,85,9,19,32
0,31,1,9,32
0,86,12,12,32
0,86,12,56,32
0,86,12,38,32
0,86,12,2,32
0,31,1,4,32
0,85,9,42,32
0,86,12,60,32
0,85,9,18,32
0,31,1,76,32
0,86,12,14,32
0,85,9,38,32
0,86,12,38,32
0,31,1,8,32
0,86,12,32,32
0,31,1,13,32
0,86,12,13,32
0,86,1,41,32
0,85,9,19,32
0,85,9,38,32
0,86,12,61,32
0,31,1,14,32
0,86,1,1,32
0,31,1,22,32
0,31,1,5,32
0,86,12,36,32
0,86,12,15,32
0,31,1,22,32
0,31,1,23,32
0,31,1,10,32
0,86,12,8,32
0,31,1,25,32
0,85,9,25,32
0,85,9,19,32
0,86,12,74,32
0,85,9,27,32
0,86,9,1,32
0,85,9,39,32
0,85,1,2,32
0,31,1,1,32
0,86,12,56,32
0,86,12,24,32
0,31,1,9,32
0,86,12,35,32
0,86,12,6,32
0,85,9,3,32
0,86,12,14,32
0,85,1,1,32
0,85,1,1,32
0,85,9,40,32
0,86,12,36,32
0,86,9,1,32
0,85,9,43,32
0,86,12,20,32
0,86,12,42,32
0,86,12,24,32
0,31,1,11,32
0,86,1,5,32
0,86,12,79,32
0,31,1,21,32
0,31,1,20,32
0,86,12,20,32
0,85,9,42,32
0,86,12,21,32
0,86,12,1,32
0,31,1,3,32
0,85,9,31,32
0,31,1,1,32
0,86,12,55,32
0,85,9,26,32
0,86,12,32,32
0,86,12,13,32
0,85,9,30,32
0,85,9,6,32
0,86,12,46,32
0,86,1,10,32
0,86,1,74,32
0,86,1,3,32
0,85,9,27,32
0,85,9,10,32
0,86,12,50,32
0,86,12,19,32
0,86,12,11,32
0,86,12,42,32
0,86,1,9,32
0,86,1,2,32
0,85,1,2,32
0,86,12,36,32
0,86,12,39,32
0,85,9,29,32
0,85,9,26,32
0,85,9,26,32
0,86,12,11,32
0,86,12,44,32
0,86,12,47,32
0,86,12,54,32
0,85,9,38,32
0,85,9,21,32
0,86,9,1,32
0,86,12,42,32
0,86,12,14,32
0,86,12,28,32
0,31,1,74,32
0,86,12,42,32
0,85,9,26,32
0,31,1,9,32
0,86,12,1,32
0,85,9,1,32
0,86,12,82,32
0,85,9,12,32
0,31,1,3,32
0,31,1,7,32
0,86,1,2,32
0,85,9,42,32
0,86,12,12,32
0,31,1,76,32
0,86,12,20,32
0,85,9,29,32
0,86,12,45,32
0,86,12,11,32
0,86,12,20,32
0,85,9,28,32
0,86,12,64,32
0,86,12,16,32
0,86,12,78,32
0,31,12,104,32
0,86,12,22,32
0,86,12,74,32
0,86,1,1,32
0,86,12,11,32
0,86,12,45,32
0,85,9,21,32
0,31,1,20,32
0,31,1,20,32
0,31,1,25,32
0,86,12,59,32
0,86,12,54,32
0,85,9,38,32
0,85,9,14,32
0,86,12,20,32
0,86,1,4,32
0,85,9,27,32
0,86,1,2,32
0,85,9,4,32
0,86,12,35,32
0,86,12,39,32
0,86,12,3,32
0,86,1,2,32
0,86,1,115,32
0,85,9,2,32
0,31,1,9,32
0,86,12,45,32
0,31,1,8,32
0,86,12,10,32
0,86,12,111,32
0,86,12,53,32
0,31,1,10,32
0,31,12,36,32
0,85,9,13,32
0,85,9,30,32
0,86,12,56,32
0,86,1,4,32
0,86,12,9,32
0,86,12,10,32
0,86,12,5,32
0,86,12,64,32
0,31,1,3,32
0,31,1,10,32
0,86,12,7,32
0,86,12,8,32
0,86,12,36,32
0,85,9,30,32
0,86,12,12,32
0,31,1,3,32
0,86,12,49,32
0,85,9,27,32
0,86,12,43,32
0,85,9,2,32
0,31,1,81,32
0,86,12,11,32
0,86,12,24,32
0,86,1,5,32
0,86,12,77,32
0,31,1,20,32
0,86,12,35,32
0,85,9,30,32
0,86,12,33,32
0,86,12,5,32
0,85,9,31,32
0,85,9,31,32
0,85,9,30,32
0,86,12,59,32
0,86,12,44,32
0,86,12,54,32
0,31,1,21,32
0,86,12,17,32
0,85,9,18,32
0,85,9,9,32
0,86,1,7,32
0,86,1,2,32
0,86,12,7,32
0,85,9,27,32
0,85,9,19,32
0,31,1,25,32
0,86,12,74,32
0,86,1,1,32
0,86,12,4,32
0,85,9,28,32
0,86,12,10,32
0,86,12,61,32
0,86,9,1,32
0,86,12,41,32
0,86,12,19,32
0,85,9,6,32
0,86,12,12,32
0,31,1,8,32
0,85,1,2,32
0,86,1,4,32
0,86,12,45,32
0,86,12,57,32
0,85,9,30,32
0,85,9,5,32
0,85,9,1,32
0,86,12,11,32
0,86,12,25,32
0,86,12,65,32
0,86,12,13,32
0,31,1,9,32
0,86,12,2,32
0,86,12,20,32
0,86,12,21,32
0,85,9,24,32
0,86,12,9,32
0,86,1,5,32
0,85,12,2,32
0,86,12,29,32
0,86,12,23,32
0,86,12,3,32
0,85,9,26,32
0,86,9,1,32
0,86,12,25,32
0,86,12,33,32
0,85,9,17,32
0,86,12,3,32
0,86,12,12,32
0,86,12,13,32
0,86,12,23,32
0,31,1,26,32
0,86,12,53,32
0,85,9,1,32
0,86,12,36,32
0,85,1,2,32
0,86,12,32,32
0,85,9,6,32
0,86,1,1,32
0,86,12,39,32
0,85,9,16,32
0,86,12,15,32
0,31,1,10,32
0,31,1,3,32
0,86,12,15,32
0,86,12,9,32
0,86,12,20,32
0,85,9,13,32
0,86,1,10,32
0,31,1,4,32
0,86,1,1,32
0,85,9,17,32
0,85,9,5,32
0,85,9,39,32
0,86,12,56,32
0,86,12,77,32
0,86,12,5,32
0,86,12,4,32
0,31,1,21,32
0,86,12,11,32
0,86,1,8,32
0,85,1,1,32
0,86,12,24,32
0,85,9,27,32
0,85,9,30,32
0,86,12,6,32
0,85,9,21,32
0,86,12,37,32
0,86,12,45,32
0,31,1,7,32
0,86,9,1,32
0,86,12,22,32
0,31,1,14,32
0,85,12,1,32
0,86,1,5,32
0,31,1,23,32
0,85,9,29,32
0,31,1,20,32
0,86,1,3,32
0,31,1,25,32
0,31,1,10,32
0,86,12,56,32
0,86,12,14,32
0,85,9,2,32
0,86,12,77,32
0,86,12,44,32
0,86,1,2,32
0,86,12,15,32
0,85,9,28,32
0,86,12,22,32
0,86,12,21,32
0,85,9,43,32
0,31,1,10,32
0,86,12,6,32
0,86,12,14,32
0,86,12,25,32
0,85,9,27,32
0,86,12,52,32
0,85,9,16,32
0,85,9,2,32
0,86,1,4,32
0,86,12,11,32
0,86,12,56,32
0,86,12,13,32
0,85,1,2,32
0,86,1,3,32
0,85,12,2,32
0,31,1,23,32
0,86,12,54,32
0,31,1,2,32
0,86,12,33,32
0,86,12,2,32
0,85,9,5,32
0,86,12,57,32
0,86,12,7,32
0,86,1,9,32
0,86,12,57,32
0,86,12,22,32
0,85,9,42,32
0,86,1,1,32
0,31,1,68,32
0,85,9,18,32
0,86,12,56,32
0,31,1,12,32
0,86,12,74,32
0,85,12,2,32
0,86,12,42,32
0,86,12,14,32
0,86,12,11,32
0,86,12,57,32
0,86,12,3,32
0,86,12,32,32
0,31,12,39,32
0,31,1,10,32
0,86,12,43,32
0,86,12,44,32
0,85,9,31,32
0,86,1,2,32
0,86,12,29,32
0,86,1,1,32
0,85,1,1,32
0,86,12,60,32
0,31,1,1,32
0,86,12,20,32
0,31,1,20,32
0,85,9,1,32
0,85,9,39,32
0,86,1,2,32
0,86,12,8,32
0,31,1,13,32
0,86,12,76,32
0,31,1,132,32
0,85,9,29,32
0,86,12,61,32
0,31,1,20,32
0,31,1,21,32
0,85,9,16,32
0,86,1,6,32
0,85,9,31,32
0,86,12,11,32
0,31,1,23,32
0,86,12,62,32
0,85,9,25,32
0,86,12,44,32
0,85,9,4,32
0,85,9,5,32
0,86,12,47,32
0,86,12,11,32
0,86,12,37,32
0,31,1,3,32
0,85,9,1,32
0,86,12,19,32
0,86,12,13,32
0,86,12,74,32
0,86,12,12,32
0,86,12,21,32
0,86,1,79,32
0,31,1,17,32
0,86,12,18,32
0,85,9,32,32
0,86,1,2,32
0,86,12,32,32
0,85,9,15,32
0,86,12,60,32
0,31,1,3,32
0,86,12,4,32
0,86,12,6,32
0,85,9,3,32
0,85,9,4,32
0,86,12,2,32
0,31,1,20,32
0,85,9,28,32
0,85,1,2,32
0,85,9,42,32
0,86,1,5,32
0,86,12,75,32
0,85,12,2,32
0,85,9,16,32
0,86,12,24,32
0,86,12,19,32
0,86,12,4,32
0,31,1,25,32
0,86,12,60,32
0,86,12,46,32
0,86,9,1,32
0,85,9,5,32
0,86,1,10,32
0,86,12,104,32
0,86,1,80,32
0,85,9,33,32
0,86,12,25,32
0,85,9,28,32
0,86,12,9,32
0,85,9,43,32
0,85,9,1,32
0,85,9,45,32
0,86,12,39,32
0,86,12,13,32
0,86,12,12,32
0,86,12,36,32
0,85,9,31,32
0,86,12,34,32
0,86,9,1,32
0,86,12,14,32
0,86,12,36,32
0,86,12,4,32
0,85,9,20,32
0,86,12,37,32
0,86,1,5,32
0,86,1,3,32
0,85,9,28,32
0,86,12,15,32
0,85,1,1,32
0,86,1,6,32
0,85,9,28,32
0,86,1,1,32
0,85,9,41,32
0,86,12,37,32
0,86,1,9,32
0,86,12,38,32
0,31,1,25,32
0,86,12,56,32
0,86,12,77,32
0,31,1,19,32
0,86,12,35,32
0,86,9,31,32
0,86,1,3,32
0,86,12,38,32
0,86,12,75,32
0,86,12,2,32
0,86,12,23,32
0,86,12,35,32
0,86,12,1,32
0,86,12,47,32
0,31,1,1,32
0,85,9,3,32
0,86,1,9,32
0,31,1,10,32
0,86,12,1,32
0,31,1,1,32
0,86,12,38,32
0,86,12,19,32
0,86,12,11,32
0,86,12,11,32
0,86,12,56,32
0,85,9,30,32
0,85,9,29,32
0,86,12,6,32
0,86,12,46,32
0,86,12,4,32
0,31,1,8,32
0,85,9,4,32
0,86,9,44,32
0,86,12,39,32
0,86,12,42,32
0,86,9,2,32
0,85,9,2,32
0,86,12,2,32
0,86,12,12,32
0,86,12,33,32
0,85,12,32,32
0,86,12,53,32
0,86,1,2,32
0,85,9,26,32
0,86,12,16,32
0,86,12,8,32
0,85,9,38,32
0,86,12,39,32
0,85,9,10,32
0,86,12,42,32
0,86,12,23,32
0,31,1,12,32
0,86,1,5,32
0,86,12,11,32
0,85,9,2,32
0,31,1,24,32
0,85,9,27,32
0,85,9,1,32
0,31,1,75,32
0,31,1,79,32
0,31,1,21,32
0,86,12,5,32
0,85,9,14,32
0,86,12,19,32
0,86,12,64,32
0,31,1,13,32
0,86,12,14,32
0,85,9,20,32
0,85,9,17,32
0,85,12,32,32
0,31,1,11,32
0,85,9,5,32
0,31,1,18,32
0,31,1,37,32
0,85,9,20,32
0,31,1,16,32
0,86,12,29,32
0,31,1,10,32
0,86,12,42,32
0,86,12,21,32
0,86,1,5,32
0,31,1,76,32
0,85,9,27,32
0,86,12,33,32
0,86,12,77,32
0,86,12,14,32
0,86,12,55,32
0,86,12,12,32
0,86,9,31,32
0,86,1,12,32
0,86,12,32,32
0,86,1,2,32
0,86,12,21,32
0,86,1,84,32
0,86,12,16,32
0,86,12,37,32
0,85,9,32,32
0,86,12,3,32
0,31,1,9,32
0,86,1,4,32
0,86,1,3,32
0,86,12,16,32
0,86,12,1,32
0,86,12,12,32
0,85,9,26,32
0,86,12,2,32
0,86,12,32,32
0,85,9,37,32
0,85,9,30,32
2,79,11,1,37
2,88,9,16,37
2,80,9,27,37
2,79,5,1,37
0,87,1,2,37
2,79,9,9,37
2,80,9,1,37
2,80,9,30,37
2,80,9,12,37
2,88,9,2,37
2,88,9,18,37
2,79,11,2,37
2,88,9,9,37
2,79,9,2,37
2,80,9,3,37
2,80,2,9,37
2,88,9,6,37
0,122,9,2,37
2,88,9,6,37
2,88,9,13,37
2,80,9,9,37
0,87,9,1,37
2,80,9,9,37
2,88,9,18,37
2,80,2,8,37
2,79,9,10,37
2,80,9,21,37
0,122,2,2,37
0,122,9,2,37
2,79,9,6,37
0,122,9,5,37
0,122,9,4,37
2,80,2,1,37
0,122,2,2,37
2,80,9,19,37
0,122,9,5,37
2,80,9,3,37
2,88,1,2,37
2,79,9,9,37
2,79,9,1,37
2,80,9,25,37
2,88,9,14,37
2,80,2,6,37
2,79,9,5,37
2,80,9,17,37
2,122,9,1,37
0,122,2,1,37
2,88,9,3,37
2,79,9,10,37
2,88,9,10,37
2,80,1,1,37
2,80,9,21,37
2,80,9,25,37
2,79,9,12,37
2,80,9,16,37
0,87,2,1,37
0,122,2,2,37
2,88,9,14,37
0,87,9,1,37
2,88,9,11,37
2,79,9,1,37
0,122,9,5,37
2,88,9,2,37
0,122,1,2,37
2,80,9,10,37
2,80,9,7,37
2,80,9,19,37
2,80,9,27,37
2,88,9,17,37
2,80,9,25,37
2,80,9,22,37
2,80,9,26,37
2,88,9,4,37
0,87,9,3,37
2,80,9,16,37
2,80,2,1,37
2,88,9,13,37
0,122,9,1,37
2,79,9,7,37
2,80,9,8,37
2,79,9,5,37
2,79,9,11,37
2,75,9,3,37
2,88,9,6,37
0,87,9,3,37
0,122,9,2,37
2,79,9,14,37
2,79,9,1,37
0,122,9,5,37
2,80,1,1,37
2,88,9,9,37
2,80,9,25,37
2,88,9,10,37
0,87,9,2,37
2,80,9,13,37
2,79,9,7,37
2,79,9,7,37
2,80,9,1,37
2,80,9,6,37
2,79,9,12,37
2,79,9,3,37
0,122,9,7,37
2,79,11,2,37
2,79,9,2,37
2,88,1,2,37
2,80,9,25,37
0,87,9,1,37
2,80,9,17,37
0,122,9,7,37
2,88,9,4,37
2,80,1,1,37
2,80,9,15,37
2,79,9,6,37
0,122,9,8,37
2,80,9,24,37
2,80,9,18,37
0,122,9,5,37
2,79,9,1,37
2,88,1,2,37
2,79,11,2,37
2,80,9,13,37
2,80,9,3,37
0,122,9,7,37
2,79,9,2,37
2,75,9,4,37
2,80,9,7,37
2,80,9,16,37
2,79,1,1,37
0,122,9,2,37
2,79,9,7,37
0,122,1,2,37
2,88,9,3,37
2,88,9,2,37
2,80,9,23,37
2,88,9,1,37
0,122,9,2,37
2,80,9,13,37
2,80,2,1,37
2,80,9,12,37
2,88,9,6,37
2,88,9,12,37
2,80,9,13,37
2,80,2,3,37
2,80,1,2,37
2,88,9,17,37
2,88,9,6,37
2,80,2,4,37
2,80,9,13,37
2,80,9,15,37
2,88,9,7,37
0,122,9,3,37
2,80,9,13,37
0,87,9,5,37
0,122,9,9,37
2,88,9,15,37
0,122,9,5,37
2,80,9,20,37
2,80,9,25,37
2,88,9,13,37
2,88,9,14,37
0,87,9,5,37
0,87,2,1,37
0,87,9,5,37
0,87,9,1,37
2,80,9,15,37
2,80,9,11,37
2,88,9,6,37
2,88,9,4,37
0,87,9,4,37
0,87,9,2,37
2,88,9,11,37
0,87,9,4,37
2,88,9,14,37
2,80,9,8,37
0,87,9,6,37
2,80,9,2,37
2,88,9,3,37
2,80,2,2,37
0,87,1,1,37
2,80,9,3,37
0,122,9,5,37
2,79,9,16,37
2,80,9,6,37
2,80,9,3,37
2,80,2,2,37
2,79,1,1,37
2,80,9,23,37
2,80,9,1,37
2,88,9,4,37
2,79,9,1,37
0,122,9,5,37
2,80,9,2,37
2,80,9,3,37
0,87,9,2,37
0,122,9,6,37
2,88,9,5,37
0,122,9,3,37
2,80,9,5,37
2,88,9,8,37
2,80,9,26,37
2,80,9,19,37
2,79,9,16,37
2,79,9,1,37
0,87,9,1,37
2,79,9,13,37
2,80,9,24,37
2,80,1,1,37
2,79,9,3,37
2,80,9,6,37
2,79,9,4,37
2,80,9,13,37
2,79,9,2,37
2,80,9,15,37
2,80,9,3,37
2,88,9,2,37
2,80,9,6,37
0,87,9,3,37
2,79,9,13,37
2,88,9,12,37
2,80,9,26,37
2,79,11,1,37
2,80,9,23,37
2,80,9,19,37
0,87,9,4,37
2,80,9,26,37
0,122,9,2,37
2,79,2,2,37
2,80,9,6,37
2,88,9,5,37
2,80,9,8,37
2,80,9,9,37
2,88,9,4,37
0,87,1,1,37
0,122,9,4,37
2,88,1,1,37
2,80,9,3,37
2,80,9,8,37
2,88,9,3,37
2,79,9,12,37
2,88,9,20,37
2,80,9,32,37
2,88,9,5,37
2,79,9,10,37
2,79,9,4,37
2,80,9,17,37
2,88,9,1,37
0,122,2,2,37
2,88,9,16,37
2,80,9,13,37
2,79,9,5,37
2,80,9,18,37
0,87,1,1,37
2,80,9,12,37
2,88,1,1,37
2,80,1,1,37
2,75,9,2,37
2,88,1,2,37
2,80,9,9,37
2,79,9,1,37
0,122,9,6,37
2,79,9,8,37
2,80,9,2,37
2,80,9,14,37
2,80,9,7,37
0,122,9,4,37
2,79,9,1,37
2,88,9,8,37
2,75,9,2,37
2,79,9,2,37
2,79,9,3,37
0,87,1,1,37
2,88,9,1,37
0,122,9,6,37
2,79,9,16,37
0,87,9,5,37
2,79,11,2,37
2,79,9,16,37
2,80,9,8,37
2,80,9,21,37
2,80,9,9,37
2,80,2,4,37
2,80,2,6,37
0,87,9,2,37
2,79,9,8,37
2,80,2,5,37
2,80,9,23,37
2,80,9,3,37
0,87,9,2,37
2,88,9,13,37
2,79,2,1,37
2,80,1,1,37
0,87,9,5,37
2,80,9,11,37
2,79,9,1,37
0,122,9,4,37
2,80,9,30,37
2,79,5,2,37
2,75,9,4,37
2,80,9,22,37
2,79,9,2,37
2,79,9,7,37
2,80,2,6,37
0,122,9,6,37
2,88,9,2,37
0,122,9,1,37
2,79,9,13,37
2,79,9,10,37
2,79,11,1,37
0,87,9,2,37
2,80,2,1,37
2,80,9,2,37
2,80,9,1,37
2,80,2,8,37
2,88,9,5,37
2,79,9,15,37
0,87,9,2,37
2,88,9,15,37
2,80,9,20,37
0,87,9,3,37
0,87,9,1,37
2,79,2,1,37
2,80,9,4,37
2,122,9,1,37
2,79,9,2,37
2,80,9,22,37
2,88,9,10,37
2,79,9,1,37
2,79,9,16,37
2,79,9,3,37
2,79,9,1,37
0,122,9,2,37
2,79,9,15,37
0,87,9,2,37
2,80,1,1,37
2,79,9,3,37
0,122,9,5,37
2,79,2,1,37
2,79,9,17,37
0,122,9,1,37
0,87,2,2,37
2,80,9,21,37
2,80,9,26,37
2,80,2,1,37
2,88,9,17,37
0,87,9,4,37
2,79,9,9,37
2,80,9,5,37
2,88,9,10,37
2,79,1,1,37
2,80,9,11,37
2,80,9,15,37
2,79,2,2,37
2,79,9,2,37
2,79,9,9,37
2,80,1,1,37
2,80,9,6,37
2,80,9,17,37
0,122,9,2,37
2,88,9,12,37
2,88,9,6,37
0,122,9,6,37
2,80,9,24,37
2,80,9,24,37
2,80,1,2,37
2,79,9,9,37
2,75,9,2,37
2,79,2,2,37
2,80,9,14,37
2,80,9,11,37
2,88,9,15,37
2,80,2,7,37
2,75,9,2,37
2,79,9,7,37
2,88,9,3,37
2,80,2,5,37
0,122,9,8,37
2,80,9,7,37
0,122,9,2,37
2,88,9,12,37
0,122,9,5,37
2,80,9,22,37
2,80,9,20,37
2,88,9,10,37
2,79,5,1,37
2,79,9,8,37
0,122,9,2,37
2,80,9,11,37
2,88,9,4,37
2,79,9,3,37
2,79,9,15,37
2,80,9,22,37
0,122,9,8,37
2,79,9,14,37
2,79,9,2,37
2,88,9,11,37
0,87,9,1,37
2,80,9,4,37
0,122,9,4,37
0,122,9,1,37
0,87,1,2,37
2,88,9,7,37
2,88,9,11,37
2,88,9,11,37
0,87,9,1,37
2,80,1,1,37
2,88,9,16,37
2,80,9,9,37
2,79,11,2,37
2,88,1,2,37
2,79,11,1,37
2,80,2,1,37
2,79,9,3,37
2,88,9,11,37
2,75,9,4,37
0,87,1,1,37
2,80,9,16,37
2,80,9,25,37
2,79,9,13,37
2,88,9,5,37
2,88,9,4,37
2,79,9,7,37
2,80,9,12,37
2,88,9,5,37
2,88,9,14,37
2,80,9,12,37
2,79,9,9,37
2,80,9,18,37
2,80,1,1,37
2,88,9,9,37
0,122,9,5,37
2,80,9,24,37
2,88,9,10,37
2,79,9,15,37
2,79,2,2,37
2,79,11,2,37
2,88,9,5,37
2,79,9,11,37
2,80,9,27,37
2,88,1,2,37
0,122,2,1,37
2,80,9,5,37
2,79,9,16,37
2,79,9,1,37
2,79,9,1,37
2,79,9,6,37
2,80,2,1,37
2,88,9,3,37
2,80,9,11,37
2,80,9,4,37
2,80,9,9,37
2,80,9,14,37
2,80,9,13,37
2,79,9,2,37
0,87,1,2,37
0,122,9,1,37
2,80,9,21,37
2,80,9,17,37
2,75,9,2,37
2,80,9,4,37
2,79,9,1,37
2,79,0,1,37
2,88,1,1,37
2,80,9,9,37
2,75,9,2,37
2,79,9,4,37
2,80,9,12,37
2,80,9,27,37
2,88,9,2,37
0,122,9,9,37
2,88,9,1,37
2,88,9,5,37
0,122,9,10,37
0,122,9,5,37
2,79,11,2,37
2,80,9,16,37
2,79,9,14,37
2,80,9,4,37
2,79,2,2,37
2,80,9,22,37
2,88,9,9,37
2,88,9,13,37
0,87,9,5,37
2,79,5,1,37
2,79,9,11,37
0,122,9,7,37
2,79,9,1,37
0,87,9,3,37
2,80,1,1,37
2,80,9,1,37
2,80,9,14,37
2,79,9,4,37
0,122,9,4,37
2,88,9,17,37
2,88,9,1,37
0,87,9,1,37
2,88,9,14,37
2,88,9,1,37
2,80,2,1,37
0,122,9,5,37
2,80,9,8,37
2,80,9,24,37
2,88,9,11,37
2,79,2,2,37
2,79,9,14,37
2,80,9,2,37
2,79,9,3,37
0,122,9,2,37
2,80,9,2,37
2,80,9,1,37
2,79,9,7,37
2,80,9,14,37
2,80,9,8,37
2,80,9,19,37
2,80,9,19,37
0,122,9,6,37
2,88,9,14,37
2,88,9,2,37
2,79,9,2,37
2,80,9,13,37
2,79,9,15,37
2,75,9,3,37
2,79,9,12,37
2,88,9,8,37
0,122,9,4,37
2,88,9,9,37
2,80,2,3,37
0,122,9,1,37
2,79,9,3,37
2,79,2,2,37
2,80,1,2,37
2,79,0,2,37
2,88,9,9,37
2,79,9,3,37
2,80,9,1,37
2,87,9,1,37
2,79,1,2,37
2,80,2,6,37
2,80,9,12,37
2,80,9,26,37
2,79,9,7,37
0,122,9,5,37
2,79,9,11,37
2,80,9,6,37
2,80,9,24,37
0,122,1,2,37
2,88,1,2,37
2,80,9,21,37
2,88,9,11,37
2,80,2,5,37
2,88,9,17,37
2,79,9,2,37
2,80,9,17,37
2,80,9,23,37
0,87,9,1,37
2,79,9,17,37
2,88,9,6,37
2,79,9,11,37
2,80,9,1,37
2,80,9,10,37
2,80,9,20,37
2,80,9,12,37
2,80,9,13,37
2,79,9,13,37
2,80,9,16,37
2,80,9,24,37
2,79,11,1,37
2,79,11,2,37
0,122,9,5,37
2,88,9,8,37
2,88,9,3,37
2,75,9,2,37
0,122,9,4,37
2,88,9,15,37
2,79,9,9,37
0,122,2,1,37
2,88,9,17,37
0,87,9,1,37
2,79,9,11,37
0,87,9,1,37
2,79,9,7,37
2,88,9,17,37
0,87,9,1,37
0,87,9,2,37
2,88,9,16,37
2,88,9,16,37
0,87,2,2,37
2,79,9,10,37
2,87,9,1,37
2,79,9,12,37
0,87,1,2,37
0,122,9,6,37
2,80,9,5,37
0,87,9,5,37
2,88,9,16,37
2,79,9,17,37
2,80,2,8,37
2,80,9,20,37
0,87,9,2,37
2,80,9,22,37
2,88,9,12,37
2,88,9,3,37
2,79,9,13,37
2,80,9,15,37
2,80,9,19,37
0,87,1,2,37
2,88,9,11,37
2,79,5,1,37
2,80,9,27,37
2,80,2,9,37
2,79,5,2,37
2,88,9,2,37
2,88,9,10,37
2,88,9,17,37
2,80,2,10,37
0,87,9,4,37
2,79,0,1,37
2,88,1,1,37
2,88,9,2,37
0,122,9,8,37
2,79,5,1,37
0,122,2,2,37
0,87,9,1,37
2,80,9,5,37
2,79,11,1,37
0,87,9,6,37
2,88,9,3,37
2,79,9,2,37
2,80,9,24,37
2,79,2,2,37
2,88,1,2,37
0,87,9,3,37
2,88,9,17,37
2,80,9,8,37
0,87,9,3,37
2,79,9,7,37
0,87,9,3,37
0,87,9,4,37
2,79,9,11,37
2,88,9,7,37
2,75,9,2,37
2,80,1,2,37
