vehicletype,vehiclemodel,vehicleprimaryuse,vehicleregistrationnumber,label
0,94,9,1,35
0,93,12,1,13
0,94,9,3,35
0,94,9,2,35
0,87,9,1,37
0,93,12,2,13
0,95,12,2,8
0,95,12,1,8
0,94,9,6,35
0,94,9,8,35
0,63,9,2,28
2,113,9,2,8
0,63,9,4,28
0,93,1,4,13
0,94,9,5,35
0,63,9,6,28
0,63,9,3,28
0,63,9,8,28
0,63,9,12,28
0,63,9,14,28
0,63,9,10,28
2,113,9,4,8
0,63,9,22,28
0,63,9,18,28
0,63,9,20,28
0,63,9,25,28
0,63,2,2,28
0,63,9,42,28
0,63,2,6,28
0,63,2,10,28
0,63,2,8,28
0,63,9,26,28
0,63,9,24,28
0,63,9,36,28
0,63,9,46,28
0,63,9,16,28
0,63,9,40,28
0,63,9,38,28
0,63,1,2,28
0,63,9,74,28
0,63,9,31,28
0,63,2,4,28
0,63,9,13,28
0,63,2,18,28
0,63,2,1,28
0,63,9,7,28
0,63,9,9,28
2,113,9,6,8
2,113,9,8,8
0,63,9,11,28
2,113,9,10,8
0,63,9,5,28
2,113,9,12,8
2,113,9,9,8
0,63,9,15,28
0,94,9,4,35
2,113,9,3,8
0,63,9,1,28
2,113,9,1,8
2,113,2,2,8
2,113,9,5,8
2,79,9,2,37
2,79,9,4,37
2,79,9,8,37
2,79,9,10,37
2,79,9,6,37
2,113,9,14,8
2,113,9,7,8
0,93,1,1,13
2,79,9,12,37
0,63,1,1,28
0,63,9,28,28
0,63,9,17,28
0,63,9,19,28
0,63,5,1,28
2,113,9,24,8
2,79,9,3,37
2,113,2,6,8
0,44,9,2,13
2,79,9,7,37
2,113,9,19,8
2,113,5,1,8
2,113,9,16,8
0,67,9,2,35
2,113,9,15,8
2,113,9,23,8
0,63,9,21,28
2,113,9,11,8
2,113,1,2,8
2,113,9,25,8
2,79,9,1,37
0,67,9,6,35
0,63,9,41,28
2,113,9,17,8
0,67,9,10,35
0,44,9,4,13
2,113,9,13,8
2,113,9,20,8
2,20,9,6,13
0,63,9,52,28
2,20,1,2,13
0,63,9,61,28
2,113,9,21,8
2,20,9,2,13
2,20,9,4,13
0,67,9,8,35
2,20,9,14,13
0,67,9,12,35
2,20,9,10,13
0,63,9,34,28
2,20,9,8,13
2,20,12,2,13
0,63,9,33,28
0,67,9,20,35
0,63,9,44,28
0,87,9,2,37
0,44,9,6,13
0,67,9,14,35
0,63,9,43,28
0,67,9,1,35
0,67,9,38,35
0,67,9,24,35
0,67,9,18,35
0,67,9,36,35
0,67,1,2,35
0,67,9,22,35
0,67,9,4,35
0,67,9,34,35
0,63,9,39,28
0,67,9,66,35
0,67,9,42,35
0,67,9,82,35
0,63,9,53,28
0,67,9,30,35
2,47,9,2,13
2,47,9,4,13
2,79,9,5,37
0,63,9,35,28
0,63,9,27,28
0,67,9,62,35
0,63,9,37,28
2,47,1,2,13
0,63,9,23,28
0,67,5,2,35
0,63,9,48,28
2,47,9,6,13
0,63,9,30,28
0,63,9,57,28
0,63,9,58,28
0,63,9,62,28
0,63,9,49,28
0,67,9,44,35
2,113,2,4,8
0,63,9,45,28
0,63,9,32,28
0,67,9,72,35
0,63,9,51,28
0,67,9,26,35
0,63,9,50,28
0,67,9,53,35
0,63,9,29,28
2,79,9,13,37
0,44,9,3,13
0,44,9,5,13
0,67,9,16,35
0,44,9,1,13
0,67,12,2,35
0,63,9,56,28
2,113,1,1,8
0,63,9,55,28
2,113,9,22,8
0,63,9,64,28
2,47,9,5,13
0,67,9,19,35
2,20,9,1,13
2,79,2,2,37
0,63,9,60,28
0,67,9,27,35
0,63,9,54,28
0,63,9,47,28
0,67,9,28,35
2,20,1,1,13
2,20,9,9,13
0,63,9,71,28
0,87,1,2,37
0,63,9,59,28
2,20,9,12,13
2,20,9,7,13
2,20,12,1,13
0,44,1,4,13
0,67,9,32,35
2,20,9,5,13
0,67,9,3,35
2,20,9,11,13
0,67,9,17,35
2,20,9,3,13
0,67,9,13,35
0,67,9,11,35
2,113,9,27,8
0,67,9,21,35
0,67,9,5,35
2,47,9,10,13
0,44,9,7,13
2,47,1,1,13
0,67,9,7,35
2,47,9,8,13
0,67,9,35,35
0,67,9,70,35
0,67,9,29,35
0,67,12,1,35
2,47,9,1,13
2,20,9,13,13
0,67,1,1,35
0,67,9,25,35
0,67,5,1,35
2,79,9,9,37
0,95,1,1,8
0,87,1,1,37
2,47,9,9,13
0,67,9,23,35
0,67,9,9,35
2,47,9,3,13
2,113,9,18,8
0,67,9,15,35
0,63,9,63,28
2,47,9,7,13
0,128,9,4,5
0,63,9,75,28
2,47,9,13,13
2,128,9,2,5
0,128,9,2,5
0,63,9,67,28
2,47,9,12,13
0,105,9,2,8
0,67,9,45,35
0,63,9,72,28
0,67,9,40,35
2,128,9,4,5
0,63,9,66,28
2,47,9,11,13
0,44,1,1,13
2,128,9,6,5
2,47,9,14,13
2,47,9,25,13
2,20,9,15,13
0,63,9,81,28
2,128,9,8,5
0,128,9,14,5
0,63,9,70,28
0,128,9,6,5
0,44,1,2,13
0,128,9,16,5
0,63,9,89,28
0,67,9,55,35
0,63,1,12,28
0,44,9,8,13
2,47,2,10,13
0,128,9,10,5
0,67,9,31,35
0,67,9,58,35
2,130,9,2,5
2,128,9,14,5
0,63,9,73,28
0,128,9,8,5
0,44,9,9,13
0,63,2,20,28
0,63,9,84,28
0,128,9,1,5
2,128,9,3,5
0,63,8,2,28
0,128,9,7,5
2,128,9,12,5
0,67,9,39,35
0,67,9,46,35
0,67,9,50,35
0,67,9,33,35
2,128,9,10,5
0,103,9,2,19
2,79,11,2,37
2,130,9,1,5
0,67,7,2,35
2,130,9,4,5
0,67,9,95,35
2,128,9,1,5
0,67,9,49,35
2,128,9,28,5
2,79,9,11,37
2,128,9,22,5
2,128,9,11,5
0,67,9,113,35
0,67,9,112,35
2,20,2,2,13
2,128,9,13,5
0,67,9,60,35
0,67,9,51,35
0,63,9,65,28
0,105,9,1,8
2,128,9,5,5
2,128,9,9,5
0,63,9,69,28
0,67,9,47,35
0,67,9,99,35
0,63,2,26,28
0,67,9,76,35
0,63,2,22,28
0,67,9,71,35
0,63,9,82,28
0,67,9,203,35
0,67,9,93,35
0,63,9,83,28
0,67,9,78,35
1,111,9,2,16
0,67,9,56,35
0,128,9,3,5
0,67,9,84,35
2,47,2,2,13
0,44,2,18,13
2,128,9,7,5
0,44,2,6,13
0,103,9,4,19
0,103,9,10,19
0,63,9,93,28
0,128,9,5,5
0,103,9,6,19
0,63,9,106,28
0,63,1,6,28
0,63,9,68,28
0,44,2,2,13
0,103,7,2,19
0,128,9,11,5
0,103,9,8,19
0,128,9,9,5
2,118,9,2,5
0,103,2,2,19
2,20,9,17,13
0,63,9,76,28
2,128,9,17,5
0,44,2,4,13
2,118,9,4,5
0,63,2,3,28
2,20,9,16,13
2,101,9,2,16
2,118,9,10,5
2,7,9,2,2
0,67,9,88,35
0,128,9,12,5
2,7,9,4,2
2,47,9,16,13
0,68,9,24,35
2,101,9,4,16
2,79,5,2,37
2,20,2,4,13
2,20,2,6,13
2,121,9,2,39
2,121,9,6,39
0,67,9,37,35
0,103,9,1,19
2,118,9,6,5
2,121,9,4,39
2,7,9,12,2
2,7,9,8,2
2,7,9,6,2
0,68,9,6,35
0,68,9,4,35
0,68,9,2,35
2,79,11,1,37
2,128,9,44,5
2,128,9,97,5
2,130,9,3,5
2,20,2,10,13
0,68,9,8,35
0,68,9,12,35
0,63,5,2,28
2,113,5,2,8
0,68,9,28,35
0,67,9,43,35
2,20,2,40,13
2,0,9,2,5
0,68,9,50,35
2,7,9,3,2
2,20,2,8,13
0,68,9,46,35
0,68,9,10,35
0,68,9,14,35
0,68,9,42,35
2,113,9,26,8
2,113,9,29,8
0,103,9,3,19
0,68,9,16,35
2,113,2,12,8
2,47,9,15,13
0,63,9,77,28
2,113,2,8,8
0,68,1,2,35
0,68,9,56,35
0,67,9,77,35
0,103,9,5,19
0,68,5,2,35
2,113,2,9,8
2,47,2,22,13
2,113,9,30,8
2,121,9,8,39
0,63,9,78,28
2,47,2,4,13
0,68,9,1,35
2,47,9,17,13
0,68,9,38,35
0,67,9,79,35
2,128,9,20,5
0,68,9,36,35
2,113,9,36,8
0,103,9,7,19
0,63,9,79,28
2,128,9,32,5
0,105,9,4,8
0,67,9,41,35
2,113,9,28,8
2,118,1,2,5
2,128,9,25,5
0,103,9,16,19
2,128,9,21,5
0,63,9,97,28
0,63,1,4,28
2,128,9,16,5
2,128,9,18,5
0,63,9,96,28
2,118,9,5,5
2,118,9,8,5
2,118,9,3,5
2,79,2,1,37
0,68,9,20,35
2,128,9,15,5
0,103,9,14,19
0,63,9,87,28
2,113,9,35,8
2,47,9,23,13
0,68,9,68,35
0,105,9,3,8
0,63,9,99,28
2,113,9,34,8
0,103,9,9,19
0,68,9,18,35
2,118,9,1,5
0,68,9,54,35
0,67,9,64,35
0,68,9,26,35
0,67,9,59,35
0,67,9,61,35
2,121,9,12,39
2,7,9,5,2
0,67,9,54,35
0,87,9,4,37
0,63,9,114,28
2,121,9,3,39
2,7,9,1,2
0,103,9,15,19
2,47,1,4,13
0,103,9,12,19
2,113,9,40,8
2,79,9,17,37
0,63,9,85,28
2,121,9,1,39
2,80,9,2,37
0,87,9,3,37
2,113,9,32,8
2,47,9,18,13
2,101,9,1,16
2,113,9,33,8
2,80,9,4,37
2,79,5,1,37
2,0,9,4,5
2,121,9,5,39
2,113,9,31,8
0,68,9,3,35
0,63,9,92,28
2,118,9,13,5
0,105,9,5,8
0,68,9,22,35
2,79,9,14,37
0,63,9,95,28
2,80,9,1,37
2,80,9,6,37
0,68,9,5,35
0,63,9,86,28
2,118,9,11,5
2,113,9,60,8
0,63,9,111,28
0,68,9,7,35
0,68,9,19,35
0,17,9,8,8
0,103,9,20,19
0,68,9,32,35
0,17,9,2,8
0,67,9,96,35
2,118,9,7,5
0,17,9,4,8
2,3,9,2,5
0,68,5,1,35
0,68,9,23,35
2,7,9,14,2
0,17,9,6,8
2,0,9,6,5
0,68,9,11,35
2,80,9,8,37
2,0,9,1,5
2,121,1,1,39
2,80,9,10,37
0,63,9,115,28
2,101,9,5,16
0,63,9,94,28
2,113,9,38,8
0,67,9,73,35
2,128,9,42,5
2,73,9,2,19
0,67,9,52,35
2,79,0,1,37
2,7,9,11,2
0,68,1,1,35
0,68,9,13,35
0,104,9,2,19
2,73,9,4,19
2,7,9,7,2
0,103,9,17,19
0,68,9,34,35
0,17,9,1,8
0,17,9,22,8
0,67,9,67,35
2,0,9,3,5
0,17,9,18,8
0,68,9,33,35
0,17,2,4,8
2,47,9,19,13
0,17,9,24,8
0,17,2,14,8
0,17,2,13,8
0,17,9,12,8
0,17,2,28,8
0,17,9,10,8
0,17,9,26,8
0,68,9,15,35
0,17,2,38,8
0,58,9,2,16
0,104,9,4,19
2,80,9,3,37
2,121,9,7,39
0,17,9,16,8
2,2,9,2,5
0,17,2,2,8
0,17,9,14,8
0,63,9,90,28
0,17,2,12,8
0,63,9,109,28
2,47,9,20,13
0,17,1,1,8
0,17,9,17,8
2,0,9,5,5
0,68,9,17,35
2,118,1,1,5
2,20,9,22,13
2,2,9,4,5
2,7,9,9,2
2,0,9,13,5
0,17,2,10,8
0,68,9,41,35
2,128,1,2,5
0,104,9,6,19
0,63,9,80,28
0,68,9,9,35
0,44,2,1,13
0,17,9,20,8
0,104,9,1,19
0,104,9,8,19
0,105,2,6,8
0,63,9,91,28
2,80,9,12,37
0,87,9,6,37
0,63,9,103,28
2,80,2,1,37
2,80,9,9,37
0,63,1,3,28
0,17,9,11,8
2,120,9,2,39
0,68,9,21,35
0,17,9,13,8
2,120,9,4,39
0,68,9,37,35
2,2,1,2,5
2,121,9,10,39
0,17,9,19,8
2,20,2,7,13
0,17,2,3,8
0,104,9,16,19
0,17,9,5,8
0,104,9,18,19
2,80,9,5,37
0,66,9,4,35
0,17,1,7,8
0,17,9,7,8
0,66,9,2,35
2,113,9,46,8
0,63,9,108,28
0,66,9,8,35
2,113,9,37,8
2,80,9,7,37
0,104,9,10,19
0,66,9,6,35
0,17,9,34,8
2,120,9,6,39
0,17,9,28,8
2,3,9,1,5
2,98,9,2,39
2,80,9,16,37
0,68,9,29,35
0,17,9,9,8
0,17,9,30,8
0,17,1,2,8
0,17,2,8,8
2,130,9,5,5
2,80,9,15,37
0,67,9,48,35
0,17,9,15,8
2,80,9,17,37
0,104,9,14,19
0,66,9,5,35
0,104,1,1,19
0,104,9,11,19
2,72,9,8,19
2,72,9,2,19
0,66,1,1,35
0,66,9,29,35
0,66,9,17,35
0,66,9,60,35
0,66,9,18,35
2,73,2,2,19
0,66,9,28,35
2,80,9,11,37
0,66,9,16,35
0,66,9,12,35
2,72,9,4,19
2,73,9,3,19
0,66,9,32,35
0,66,9,43,35
0,66,9,37,35
2,73,9,1,19
0,17,9,3,8
0,66,9,20,35
2,72,9,6,19
2,128,9,50,5
2,73,9,5,19
0,66,9,15,35
2,120,9,8,39
0,17,2,6,8
0,66,9,10,35
0,104,9,5,19
2,47,2,8,13
2,80,9,19,37
0,104,9,9,19
0,66,9,24,35
2,80,9,14,37
0,66,9,21,35
2,58,9,1,16
0,104,9,7,19
0,104,9,3,19
2,120,9,10,39
0,68,9,43,35
0,66,9,31,35
0,68,9,39,35
0,66,9,26,35
0,67,9,57,35
0,68,9,25,35
0,66,9,38,35
0,66,9,14,35
2,80,9,22,37
0,66,9,34,35
0,17,9,21,8
0,58,9,1,16
2,2,9,1,5
0,66,9,42,35
0,66,9,40,35
0,66,9,69,35
0,63,9,98,28
0,66,9,66,35
2,20,9,18,13
0,66,9,64,35
2,80,9,18,37
0,66,9,30,35
0,87,9,5,37
0,66,9,98,35
2,80,9,23,37
0,66,9,100,35
0,66,9,87,35
0,66,5,1,35
0,66,9,49,35
2,80,2,4,37
0,66,9,84,35
2,58,9,2,16
0,66,9,74,35
0,66,9,128,35
2,80,9,20,37
0,66,9,80,35
2,80,9,21,37
0,66,9,71,35
0,66,9,48,35
0,66,9,1,35
0,68,9,27,35
2,128,1,1,5
0,68,9,35,35
0,93,2,1,13
0,93,6,1,13
0,63,2,21,28
0,68,9,49,35
2,80,9,27,37
2,120,9,1,39
0,66,9,86,35
2,101,9,3,16
0,87,2,1,37
0,66,9,122,35
0,66,9,62,35
0,66,9,46,35
0,17,1,6,8
0,66,9,68,35
2,80,9,13,37
0,66,9,56,35
2,113,9,43,8
2,72,9,10,19
2,2,1,1,5
0,66,9,52,35
2,47,2,6,13
2,120,9,7,39
0,66,9,102,35
0,66,9,134,35
0,66,1,2,35
0,66,9,82,35
2,98,9,4,39
0,66,9,7,35
2,2,9,6,5
0,66,9,78,35
2,80,9,24,37
0,66,9,36,35
0,66,9,35,35
2,72,9,18,19
2,3,9,4,5
0,66,9,117,35
2,118,9,9,5
0,66,9,120,35
0,66,9,137,35
0,66,9,114,35
2,98,9,1,39
0,66,9,83,35
2,80,2,2,37
0,66,9,107,35
2,113,9,41,8
0,66,9,112,35
0,66,9,109,35
0,66,9,118,35
0,17,1,4,8
0,66,9,129,35
0,66,9,140,35
2,72,9,1,19
0,66,9,119,35
0,66,9,142,35
0,66,9,105,35
2,2,9,5,5
0,66,9,188,35
2,72,9,3,19
2,120,9,3,39
2,80,9,26,37
0,66,9,126,35
2,2,9,3,5
2,79,9,15,37
0,66,9,121,35
0,105,9,8,8
0,66,9,202,35
0,66,9,3,35
2,80,2,10,37
0,66,9,168,35
2,80,2,8,37
0,66,9,184,35
2,20,5,1,13
2,80,2,6,37
0,66,9,96,35
2,113,9,51,8
0,66,9,111,35
0,66,9,63,35
0,66,9,93,35
0,66,9,136,35
0,63,4,2,28
0,66,9,171,35
0,66,9,146,35
0,17,9,63,8
0,66,9,155,35
0,66,9,125,35
0,66,9,88,35
2,47,2,26,13
0,66,9,123,35
0,66,9,138,35
0,66,9,131,35
2,113,9,45,8
2,120,9,5,39
0,66,9,81,35
2,2,9,10,5
0,17,9,75,8
2,72,9,5,19
2,47,2,14,13
0,66,9,11,35
2,20,9,19,13
0,66,9,115,35
0,66,9,113,35
2,72,9,7,19
0,68,9,31,35
0,66,9,132,35
0,66,9,94,35
0,66,9,79,35
0,66,9,23,35
2,128,9,19,5
0,66,9,45,35
0,66,9,124,35
0,68,9,40,35
0,66,9,110,35
0,66,9,33,35
0,66,9,72,35
0,66,9,65,35
0,17,9,23,8
0,67,9,65,35
0,66,9,19,35
0,66,9,75,35
2,0,9,7,5
0,17,9,25,8
0,66,9,9,35
0,66,9,22,35
0,66,9,13,35
0,17,9,41,8
0,103,2,4,19
0,66,9,70,35
2,113,9,39,8
0,61,9,1,16
0,63,1,8,28
0,17,2,18,8
0,17,9,40,8
0,66,9,154,35
0,17,9,27,8
0,61,9,2,16
2,113,9,42,8
0,66,9,257,35
0,17,9,33,8
0,66,9,228,35
0,66,9,157,35
0,66,9,57,35
0,66,9,47,35
0,66,9,144,35
0,66,5,2,35
0,124,9,2,2
0,124,9,4,2
0,72,9,2,19
0,66,9,150,35
0,105,9,6,8
0,72,9,6,19
0,66,9,73,35
0,72,9,8,19
0,72,9,4,19
0,66,9,214,35
0,63,9,100,28
0,124,9,10,2
0,66,9,91,35
0,63,9,88,28
0,66,9,25,35
2,47,9,21,13
0,124,9,6,2
0,128,9,13,5
2,5,9,2,5
2,72,5,1,19
0,66,9,193,35
0,124,9,14,2
0,17,2,16,8
0,66,9,229,35
2,97,9,2,39
2,113,9,47,8
2,80,2,7,37
0,17,2,1,8
0,66,9,209,35
0,124,9,12,2
2,113,9,52,8
0,68,9,44,35
0,67,1,3,35
0,66,9,241,35
0,66,9,133,35
0,17,2,20,8
0,66,9,161,35
0,17,1,3,8
0,63,2,7,28
0,66,9,130,35
0,66,9,92,35
0,61,9,4,16
0,72,9,10,19
0,66,9,175,35
0,72,7,2,19
0,103,9,13,19
2,47,9,24,13
0,66,9,44,35
0,66,9,39,35
0,72,9,14,19
0,63,9,110,28
0,66,9,148,35
2,58,9,3,16
0,124,9,1,2
0,17,9,38,8
0,66,9,59,35
0,63,9,113,28
0,66,9,204,35
0,66,9,211,35
0,66,9,303,35
0,17,9,36,8
0,66,9,95,35
0,66,9,279,35
0,17,9,32,8
0,17,9,42,8
0,68,9,81,35
0,66,9,392,35
2,58,9,6,16
2,79,1,2,37
0,66,9,310,35
0,67,9,63,35
0,66,9,165,35
0,66,9,108,35
0,66,9,41,35
0,61,9,6,16
0,124,9,8,2
0,66,9,54,35
2,72,2,2,19
0,66,9,51,35
2,58,9,5,16
0,72,9,12,19
0,63,1,5,28
2,72,9,11,19
2,58,9,4,16
0,17,9,37,8
0,63,9,102,28
2,128,9,24,5
2,113,9,55,8
2,20,9,20,13
0,17,9,29,8
0,66,9,76,35
0,63,9,105,28
0,66,9,58,35
2,113,9,49,8
0,63,9,119,28
0,66,9,283,35
2,7,9,10,2
0,66,9,206,35
0,68,9,70,35
0,66,9,539,35
0,68,9,123,35
0,66,9,701,35
0,66,9,222,35
0,17,9,31,8
0,68,9,71,35
0,66,9,407,35
0,66,0,2,35
0,66,9,329,35
2,40,9,2,13
0,103,1,2,19
2,83,9,2,2
0,66,9,55,35
0,124,9,11,2
2,83,9,6,2
0,124,1,2,2
2,83,9,4,2
0,61,9,5,16
0,72,2,4,19
2,121,9,9,39
0,72,9,18,19
2,83,9,8,2
0,124,9,3,2
2,83,9,10,2
2,83,9,24,2
0,72,9,5,19
0,58,9,4,16
2,72,2,4,19
0,68,9,83,35
2,97,9,4,39
0,72,9,7,19
0,69,9,6,35
0,69,9,2,35
2,117,9,2,5
0,69,9,34,35
0,66,9,306,35
0,61,9,3,16
0,69,9,52,35
0,72,9,1,19
0,72,9,3,19
0,69,9,66,35
0,69,9,14,35
0,66,2,1,35
0,69,9,30,35
0,66,9,27,35
2,117,9,4,5
0,69,9,18,35
0,69,9,10,35
0,66,9,50,35
0,69,9,8,35
2,97,9,1,39
2,5,9,1,5
2,3,9,3,5
2,73,9,6,19
0,69,9,22,35
0,69,9,16,35
0,69,9,40,35
2,117,9,6,5
0,124,9,9,2
0,69,9,58,35
0,69,9,64,35
0,124,9,5,2
0,63,3,2,28
0,69,9,90,35
0,93,12,4,13
0,69,9,128,35
0,69,9,24,35
0,69,9,74,35
0,69,9,356,35
0,68,9,47,35
0,66,9,183,35
0,69,9,26,35
0,124,9,13,2
0,72,9,9,19
0,69,9,354,35
0,66,9,270,35
0,69,9,70,35
0,69,9,338,35
0,68,9,57,35
0,66,9,237,35
0,66,9,77,35
0,69,9,278,35
0,66,9,153,35
0,105,9,7,8
0,69,9,4,35
0,69,9,38,35
0,66,9,53,35
2,112,9,2,39
0,69,9,224,35
2,9,9,2,2
0,69,9,150,35
2,88,9,2,37
2,118,9,12,5
2,117,9,12,5
2,88,9,4,37
0,69,9,32,35
0,66,9,61,35
0,128,5,1,5
2,88,9,6,37
0,61,9,7,16
0,69,9,36,35
0,69,9,54,35
0,17,7,1,8
0,72,7,1,19
0,72,9,11,19
0,66,9,101,35
0,63,9,101,28
0,66,9,182,35
2,120,1,2,39
0,126,9,2,2
0,69,9,68,35
0,66,9,104,35
2,121,9,11,39
0,67,9,69,35
0,69,9,116,35
0,68,9,45,35
1,65,9,1,37
0,66,9,90,35
2,121,1,2,39
0,66,9,147,35
0,72,9,17,19
0,66,9,162,35
0,124,9,7,2
0,69,9,1,35
0,17,9,39,8
0,126,9,4,2
0,69,9,206,35
0,66,9,248,35
0,58,9,3,16
0,72,9,15,19
2,79,1,1,37
0,69,1,2,35
0,69,9,158,35
0,66,9,221,35
2,0,9,11,5
0,17,2,24,8
0,69,9,83,35
2,118,9,14,5
0,69,9,214,35
0,66,9,170,35
0,72,9,13,19
0,69,9,468,35
0,68,9,91,35
0,67,9,91,35
0,66,9,401,35
0,17,9,54,8
0,17,9,43,8
0,66,9,116,35
0,17,9,47,8
0,69,9,252,35
0,68,9,78,35
2,83,9,1,2
2,121,9,16,39
0,69,9,260,35
0,68,9,74,35
2,117,9,8,5
0,69,9,100,35
0,67,9,86,35
2,113,9,53,8
0,69,9,103,35
0,68,9,52,35
0,66,9,145,35
0,69,9,104,35
0,62,9,2,16
0,103,1,1,19
0,66,9,97,35
0,69,9,168,35
0,68,9,72,35
2,118,9,16,5
0,66,9,103,35
2,118,9,17,5
0,124,1,1,2
0,69,9,132,35
0,66,9,85,35
2,83,9,5,2
2,83,9,3,2
0,69,9,140,35
0,66,0,1,35
0,126,9,6,2
0,70,9,2,13
0,68,9,79,35
0,67,7,1,35
0,69,9,161,35
2,121,9,15,39
0,126,9,3,2
2,83,9,13,2
2,80,1,2,37
0,17,9,52,8
2,118,9,15,5
2,120,9,11,39
2,118,9,24,5
2,121,9,14,39
2,120,9,12,39
0,69,9,5,35
0,69,9,333,35
0,66,9,410,35
2,83,9,11,2
2,117,9,1,5
2,121,9,13,39
2,117,9,10,5
0,69,9,242,35
0,69,9,3,35
2,47,9,22,13
0,119,9,2,39
0,63,4,1,28
0,69,9,294,35
0,66,2,2,35
0,66,9,232,35
0,69,9,122,35
0,72,9,16,19
0,69,2,1,35
0,69,9,179,35
0,70,9,4,13
0,66,9,67,35
0,69,9,142,35
0,69,9,113,35
0,62,9,4,16
0,72,2,6,19
0,69,1,1,35
0,69,9,202,35
0,70,9,8,13
0,69,9,9,35
0,70,9,10,13
2,88,9,1,37
0,69,9,81,35
2,83,9,14,2
2,8,9,2,2
0,70,9,6,13
0,69,9,99,35
0,62,9,6,16
0,69,9,105,35
2,83,9,20,2
2,117,9,5,5
0,70,9,14,13
0,17,9,35,8
0,69,9,101,35
0,70,9,12,13
0,72,2,1,19
0,69,9,75,35
0,69,9,239,35
0,66,9,164,35
0,69,9,315,35
0,66,9,231,35
0,69,9,39,35
2,0,9,9,5
0,69,9,258,35
0,72,2,2,19
0,66,9,89,35
0,70,9,16,13
2,88,9,10,37
0,119,9,6,39
0,62,9,8,16
0,69,9,169,35
0,69,2,4,35
0,69,9,159,35
0,124,9,19,2
0,69,9,7,35
0,119,9,4,39
2,117,9,7,5
0,63,9,104,28
0,69,9,130,35
2,83,9,22,2
0,69,9,80,35
0,69,9,264,35
0,66,9,254,35
2,117,9,3,5
0,72,9,23,19
0,69,9,107,35
0,69,9,12,35
0,69,9,17,35
0,69,9,29,35
0,119,9,8,39
2,113,2,1,8
2,120,9,9,39
2,2,9,7,5
0,69,9,27,35
0,69,9,172,35
2,72,9,9,19
0,69,9,13,35
0,119,9,14,39
0,124,9,16,2
0,62,9,12,16
0,69,9,11,35
0,119,9,16,39
0,70,9,3,13
0,69,9,146,35
0,69,9,76,35
0,68,9,30,35
2,83,9,7,2
0,69,9,23,35
0,69,9,19,35
0,63,9,121,28
0,69,9,44,35
0,119,9,20,39
0,69,9,20,35
2,88,9,8,37
0,119,9,12,39
2,88,9,12,37
0,119,9,10,39
0,69,9,33,35
0,69,9,37,35
0,69,9,21,35
2,97,9,3,39
0,69,9,28,35
0,69,9,160,35
2,112,9,1,39
2,88,9,9,37
0,69,9,284,35
0,69,9,164,35
0,119,9,24,39
2,88,9,14,37
0,69,9,108,35
0,119,9,19,39
2,88,1,1,37
2,88,9,5,37
2,121,9,18,39
0,69,9,344,35
2,88,9,3,37
0,69,9,25,35
2,79,0,2,37
0,69,9,204,35
0,66,9,180,35
0,69,9,178,35
0,66,9,178,35
0,69,9,45,35
0,119,9,26,39
0,17,9,50,8
2,121,9,17,39
0,72,9,21,19
2,117,9,13,5
0,69,9,207,35
0,66,9,200,35
0,119,9,3,39
0,69,9,186,35
0,66,9,189,35
0,126,9,1,2
0,69,9,189,35
0,66,9,203,35
0,62,9,3,16
0,69,9,138,35
0,66,9,152,35
0,126,9,8,2
2,83,9,9,2
0,72,9,31,19
0,69,9,133,35
0,66,9,212,35
2,117,9,11,5
0,70,9,18,13
0,69,9,131,35
2,117,9,9,5
0,72,9,20,19
0,69,9,15,35
2,118,9,18,5
2,120,1,1,39
0,69,9,89,35
2,88,9,7,37
2,9,9,1,2
0,69,9,96,35
0,66,9,106,35
0,89,9,2,2
0,66,9,224,35
0,125,9,2,2
0,70,2,2,13
2,117,9,20,5
2,88,9,11,37
0,69,9,50,35
0,125,9,4,2
0,66,9,99,35
0,69,9,236,35
0,66,9,217,35
0,69,9,31,35
2,97,9,6,39
0,69,9,102,35
0,17,9,44,8
0,128,1,2,5
0,66,9,176,35
0,62,9,10,16
2,117,9,14,5
2,40,9,4,13
0,62,2,1,16
0,62,9,7,16
0,69,9,291,35
2,40,2,2,13
0,69,9,88,35
0,69,9,325,35
0,66,9,326,35
0,66,9,195,35
0,119,9,18,39
2,80,9,28,37
2,120,9,13,39
2,88,9,22,37
2,99,9,2,16
2,102,9,2,19
0,72,9,25,19
0,69,9,46,35
0,69,9,250,35
0,66,9,348,35
0,69,9,35,35
2,88,9,13,37
0,69,2,2,35
0,69,9,135,35
0,66,9,192,35
2,102,9,6,19
2,88,9,16,37
0,66,9,174,35
2,82,9,2,2
0,70,9,5,13
0,69,9,163,35
0,62,9,1,16
0,58,9,5,16
0,69,9,355,35
2,102,9,4,19
0,70,12,2,13
0,69,9,218,35
0,66,9,278,35
0,69,9,61,35
2,82,9,8,2
2,102,9,12,19
0,63,2,12,28
0,69,9,431,35
0,66,9,244,35
2,40,9,6,13
2,99,9,4,16
2,88,9,15,37
0,69,9,292,35
0,66,9,198,35
2,82,9,4,2
0,70,9,11,13
2,113,9,44,8
2,102,9,10,19
0,93,12,7,13
2,111,9,2,16
0,86,12,2,32
0,69,9,302,35
0,66,9,247,35
2,88,9,17,37
0,89,9,4,2
2,102,9,14,19
0,69,9,59,35
2,99,9,6,16
2,72,9,12,19
0,70,9,22,13
0,72,9,19,19
0,69,9,465,35
0,66,9,367,35
2,82,9,10,2
